region,regname,yearcode,age2,tenure4,tenurename,poverty_status,poverty,N_ten4s,N_all2
0,UK,1994,16,1,Owner occupier,1,Poorest tenth,386.333333333333,26353
0,UK,1994,16,2,Social rent,1,Poorest tenth,2304.9350373008,26353
0,UK,1994,16,3,Private rent,1,Poorest tenth,4149.27817496198,26353
0,UK,1994,16,4,Care of/rent free,1,Poorest tenth,19512.4534544039,26353
0,UK,1994,17,1,Owner occupier,1,Poorest tenth,446.428082191781,40603
0,UK,1994,17,2,Social rent,1,Poorest tenth,5563.98711525413,40603
0,UK,1994,17,3,Private rent,1,Poorest tenth,8492.56597295334,40603
0,UK,1994,17,4,Care of/rent free,1,Poorest tenth,26100.0188296008,40603
0,UK,1994,18,1,Owner occupier,1,Poorest tenth,682.479730041656,55287
0,UK,1994,18,2,Social rent,1,Poorest tenth,8619.50932098454,55287
0,UK,1994,18,3,Private rent,1,Poorest tenth,20537.3494302139,55287
0,UK,1994,18,4,Care of/rent free,1,Poorest tenth,25447.6615187599,55287
0,UK,1994,19,1,Owner occupier,1,Poorest tenth,2769.87296727743,142538
0,UK,1994,19,2,Social rent,1,Poorest tenth,24471.5670232094,142538
0,UK,1994,19,3,Private rent,1,Poorest tenth,75409.7115756353,142538
0,UK,1994,19,4,Care of/rent free,1,Poorest tenth,39886.8484338779,142538
0,UK,1994,20,1,Owner occupier,1,Poorest tenth,3554.84684264361,151253
0,UK,1994,20,2,Social rent,1,Poorest tenth,18988.5175580351,151253
0,UK,1994,20,3,Private rent,1,Poorest tenth,94603.356702497,151253
0,UK,1994,20,4,Care of/rent free,1,Poorest tenth,34106.2788968242,151253
0,UK,1994,21,1,Owner occupier,1,Poorest tenth,5828.47695598065,165069
0,UK,1994,21,2,Social rent,1,Poorest tenth,33587.039399376,165069
0,UK,1994,21,3,Private rent,1,Poorest tenth,98247.3444127607,165069
0,UK,1994,21,4,Care of/rent free,1,Poorest tenth,27406.1392318826,165069
0,UK,1994,22,1,Owner occupier,1,Poorest tenth,4120.96552504554,104009
0,UK,1994,22,2,Social rent,1,Poorest tenth,26061.81612349,104009
0,UK,1994,22,3,Private rent,1,Poorest tenth,59493.9994707416,104009
0,UK,1994,22,4,Care of/rent free,1,Poorest tenth,14332.2188807229,104009
0,UK,1994,23,1,Owner occupier,1,Poorest tenth,9896.72301342915,105654
0,UK,1994,23,2,Social rent,1,Poorest tenth,32621.2282065094,105654
0,UK,1994,23,3,Private rent,1,Poorest tenth,49314.5913234205,105654
0,UK,1994,23,4,Care of/rent free,1,Poorest tenth,13821.4574566409,105654
0,UK,1994,24,1,Owner occupier,1,Poorest tenth,9944.57677726993,87694
0,UK,1994,24,2,Social rent,1,Poorest tenth,27779.1166679489,87694
0,UK,1994,24,3,Private rent,1,Poorest tenth,38100.1590083432,87694
0,UK,1994,24,4,Care of/rent free,1,Poorest tenth,11870.1475464379,87694
0,UK,1994,25,1,Owner occupier,1,Poorest tenth,18453.0738135161,94407
0,UK,1994,25,2,Social rent,1,Poorest tenth,32947.3096315283,94407
0,UK,1994,25,3,Private rent,1,Poorest tenth,30622.8258127102,94407
0,UK,1994,25,4,Care of/rent free,1,Poorest tenth,12383.7907422453,94407
0,UK,1994,26,1,Owner occupier,1,Poorest tenth,22082.7001948077,89317
0,UK,1994,26,2,Social rent,1,Poorest tenth,29078.1604195162,89317
0,UK,1994,26,3,Private rent,1,Poorest tenth,27511.0963180947,89317
0,UK,1994,26,4,Care of/rent free,1,Poorest tenth,10645.0430675814,89317
0,UK,1994,27,1,Owner occupier,1,Poorest tenth,22018.3974102679,73466
0,UK,1994,27,2,Social rent,1,Poorest tenth,24638.1631990699,73466
0,UK,1994,27,3,Private rent,1,Poorest tenth,21515.9526433476,73466
0,UK,1994,27,4,Care of/rent free,1,Poorest tenth,5293.48674731456,73466
0,UK,1994,28,1,Owner occupier,1,Poorest tenth,31789.9863114394,100067
0,UK,1994,28,2,Social rent,1,Poorest tenth,31617.4276433822,100067
0,UK,1994,28,3,Private rent,1,Poorest tenth,30963.4405042197,100067
0,UK,1994,28,4,Care of/rent free,1,Poorest tenth,5696.14554095871,100067
0,UK,1994,29,1,Owner occupier,1,Poorest tenth,26668.8347678105,86717
0,UK,1994,29,2,Social rent,1,Poorest tenth,31245.4128487927,86717
0,UK,1994,29,3,Private rent,1,Poorest tenth,24257.2842297312,86717
0,UK,1994,29,4,Care of/rent free,1,Poorest tenth,4545.46815366549,86717
0,UK,1994,30,1,Owner occupier,1,Poorest tenth,28221.5668862484,70268
0,UK,1994,30,2,Social rent,1,Poorest tenth,22823.4132779387,70268
0,UK,1994,30,3,Private rent,1,Poorest tenth,15859.7593679243,70268
0,UK,1994,30,4,Care of/rent free,1,Poorest tenth,3363.26046788862,70268
0,UK,1994,31,1,Owner occupier,1,Poorest tenth,35449.0615193241,85660
0,UK,1994,31,2,Social rent,1,Poorest tenth,27544.3490377275,85660
0,UK,1994,31,3,Private rent,1,Poorest tenth,18803.1529942058,85660
0,UK,1994,31,4,Care of/rent free,1,Poorest tenth,3863.4364487426,85660
0,UK,1994,32,1,Owner occupier,1,Poorest tenth,33185.3281364008,80888
0,UK,1994,32,2,Social rent,1,Poorest tenth,26623.3602531584,80888
0,UK,1994,32,3,Private rent,1,Poorest tenth,18369.0478251505,80888
0,UK,1994,32,4,Care of/rent free,1,Poorest tenth,2710.26378529033,80888
0,UK,1994,33,1,Owner occupier,1,Poorest tenth,35853.950245072,83774
0,UK,1994,33,2,Social rent,1,Poorest tenth,27672.6237082017,83774
0,UK,1994,33,3,Private rent,1,Poorest tenth,16765.8010204127,83774
0,UK,1994,33,4,Care of/rent free,1,Poorest tenth,3481.62502631356,83774
0,UK,1994,34,1,Owner occupier,1,Poorest tenth,44584.696061923,96645
0,UK,1994,34,2,Social rent,1,Poorest tenth,29692.7096199237,96645
0,UK,1994,34,3,Private rent,1,Poorest tenth,18739.5227768764,96645
0,UK,1994,34,4,Care of/rent free,1,Poorest tenth,3628.07154127691,96645
0,UK,1994,35,1,Owner occupier,1,Poorest tenth,32282.189263086,73451
0,UK,1994,35,2,Social rent,1,Poorest tenth,24723.0070206383,73451
0,UK,1994,35,3,Private rent,1,Poorest tenth,14364.0326130459,73451
0,UK,1994,35,4,Care of/rent free,1,Poorest tenth,2081.77110322977,73451
0,UK,1994,36,1,Owner occupier,1,Poorest tenth,35810.0433784828,79617
0,UK,1994,36,2,Social rent,1,Poorest tenth,26319.7465310733,79617
0,UK,1994,36,3,Private rent,1,Poorest tenth,16260.7536972557,79617
0,UK,1994,36,4,Care of/rent free,1,Poorest tenth,1226.45639318819,79617
0,UK,1994,37,1,Owner occupier,1,Poorest tenth,33819.2667238891,79096
0,UK,1994,37,2,Social rent,1,Poorest tenth,28017.2627641267,79096
0,UK,1994,37,3,Private rent,1,Poorest tenth,16430.1816176536,79096
0,UK,1994,37,4,Care of/rent free,1,Poorest tenth,829.288894330697,79096
0,UK,1994,38,1,Owner occupier,1,Poorest tenth,37881.9336794566,83714
0,UK,1994,38,2,Social rent,1,Poorest tenth,30561.9076474833,83714
0,UK,1994,38,3,Private rent,1,Poorest tenth,13843.3046379223,83714
0,UK,1994,38,4,Care of/rent free,1,Poorest tenth,1426.85403513792,83714
0,UK,1994,39,1,Owner occupier,1,Poorest tenth,33575.7230894653,65992
0,UK,1994,39,2,Social rent,1,Poorest tenth,20464.5155027927,65992
0,UK,1994,39,3,Private rent,1,Poorest tenth,10008.0262629713,65992
0,UK,1994,39,4,Care of/rent free,1,Poorest tenth,1943.73514477065,65992
0,UK,1994,40,1,Owner occupier,1,Poorest tenth,38616.1317279235,71826
0,UK,1994,40,2,Social rent,1,Poorest tenth,21725.8262430727,71826
0,UK,1994,40,3,Private rent,1,Poorest tenth,10259.1871874453,71826
0,UK,1994,40,4,Care of/rent free,1,Poorest tenth,1224.85484155846,71826
0,UK,1994,41,1,Owner occupier,1,Poorest tenth,39140.775030307,67072
0,UK,1994,41,2,Social rent,1,Poorest tenth,18772.3114205838,67072
0,UK,1994,41,3,Private rent,1,Poorest tenth,8060.94440601198,67072
0,UK,1994,41,4,Care of/rent free,1,Poorest tenth,1097.9691430972,67072
0,UK,1994,42,1,Owner occupier,1,Poorest tenth,29168.8763454085,54799
0,UK,1994,42,2,Social rent,1,Poorest tenth,17047.4529894536,54799
0,UK,1994,42,3,Private rent,1,Poorest tenth,7728.49222544666,54799
0,UK,1994,42,4,Care of/rent free,1,Poorest tenth,854.178439691222,54799
0,UK,1994,43,1,Owner occupier,1,Poorest tenth,40769.5773141461,73476
0,UK,1994,43,2,Social rent,1,Poorest tenth,21369.5541069037,73476
0,UK,1994,43,3,Private rent,1,Poorest tenth,10379.5143687384,73476
0,UK,1994,43,4,Care of/rent free,1,Poorest tenth,957.35421021174,73476
0,UK,1994,44,1,Owner occupier,1,Poorest tenth,36933.9104028022,61214
0,UK,1994,44,2,Social rent,1,Poorest tenth,13307.7651271711,61214
0,UK,1994,44,3,Private rent,1,Poorest tenth,9814.26693266086,61214
0,UK,1994,44,4,Care of/rent free,1,Poorest tenth,1158.05753736588,61214
0,UK,1994,45,1,Owner occupier,1,Poorest tenth,49048.3092254496,81314
0,UK,1994,45,2,Social rent,1,Poorest tenth,17550.600224924,81314
0,UK,1994,45,3,Private rent,1,Poorest tenth,13556.2607858006,81314
0,UK,1994,45,4,Care of/rent free,1,Poorest tenth,1158.82976382586,81314
0,UK,1994,46,1,Owner occupier,1,Poorest tenth,41231.2438731536,69917
0,UK,1994,46,2,Social rent,1,Poorest tenth,16310.9424433232,69917
0,UK,1994,46,3,Private rent,1,Poorest tenth,11204.9633046411,69917
0,UK,1994,46,4,Care of/rent free,1,Poorest tenth,1169.85037888209,69917
0,UK,1994,47,1,Owner occupier,1,Poorest tenth,44145.004982654,79051
0,UK,1994,47,2,Social rent,1,Poorest tenth,21315.9538327281,79051
0,UK,1994,47,3,Private rent,1,Poorest tenth,11458.326062811,79051
0,UK,1994,47,4,Care of/rent free,1,Poorest tenth,2131.71512180695,79051
0,UK,1994,48,1,Owner occupier,1,Poorest tenth,41718.105672456,69164
0,UK,1994,48,2,Social rent,1,Poorest tenth,16557.9123826589,69164
0,UK,1994,48,3,Private rent,1,Poorest tenth,10132.8776514543,69164
0,UK,1994,48,4,Care of/rent free,1,Poorest tenth,755.104293430823,69164
0,UK,1994,49,1,Owner occupier,1,Poorest tenth,40719.9575936644,62756
0,UK,1994,49,2,Social rent,1,Poorest tenth,13509.4537792048,62756
0,UK,1994,49,3,Private rent,1,Poorest tenth,7427.33674892819,62756
0,UK,1994,49,4,Care of/rent free,1,Poorest tenth,1099.25187820261,62756
0,UK,1994,50,1,Owner occupier,1,Poorest tenth,37268.2820000467,60456
0,UK,1994,50,2,Social rent,1,Poorest tenth,13652.2954510259,60456
0,UK,1994,50,3,Private rent,1,Poorest tenth,9045.08183049333,60456
0,UK,1994,50,4,Care of/rent free,1,Poorest tenth,490.340718434072,60456
0,UK,1994,51,1,Owner occupier,1,Poorest tenth,32053.9114523977,51139
0,UK,1994,51,2,Social rent,1,Poorest tenth,12139.2266042611,51139
0,UK,1994,51,3,Private rent,1,Poorest tenth,6299.67322221502,51139
0,UK,1994,51,4,Care of/rent free,1,Poorest tenth,646.188721126198,51139
0,UK,1994,52,1,Owner occupier,1,Poorest tenth,29488.3333579667,48731
0,UK,1994,52,2,Social rent,1,Poorest tenth,12215.0264360308,48731
0,UK,1994,52,3,Private rent,1,Poorest tenth,5904.97263696577,48731
0,UK,1994,52,4,Care of/rent free,1,Poorest tenth,1122.66756903666,48731
0,UK,1994,53,1,Owner occupier,1,Poorest tenth,34751.736060559,54334
0,UK,1994,53,2,Social rent,1,Poorest tenth,13298.7471114782,54334
0,UK,1994,53,3,Private rent,1,Poorest tenth,6022.57664167016,54334
0,UK,1994,53,4,Care of/rent free,1,Poorest tenth,260.940186292647,54334
0,UK,1994,54,1,Owner occupier,1,Poorest tenth,28666.2278419081,46486
0,UK,1994,54,2,Social rent,1,Poorest tenth,12695.5742363068,46486
0,UK,1994,54,3,Private rent,1,Poorest tenth,4439.89296766268,46486
0,UK,1994,54,4,Care of/rent free,1,Poorest tenth,684.304954122384,46486
0,UK,1994,55,1,Owner occupier,1,Poorest tenth,29795.7495080207,46951
0,UK,1994,55,2,Social rent,1,Poorest tenth,12876.1740804298,46951
0,UK,1994,55,3,Private rent,1,Poorest tenth,4053.59323919651,46951
0,UK,1994,55,4,Care of/rent free,1,Poorest tenth,225.483172352967,46951
0,UK,1994,56,1,Owner occupier,1,Poorest tenth,30081.3088006172,50107
0,UK,1994,56,2,Social rent,1,Poorest tenth,15259.5795560178,50107
0,UK,1994,56,3,Private rent,1,Poorest tenth,4557.23765711962,50107
0,UK,1994,56,4,Care of/rent free,1,Poorest tenth,208.873986245377,50107
0,UK,1994,57,1,Owner occupier,1,Poorest tenth,23607.4447574338,41373
0,UK,1994,57,2,Social rent,1,Poorest tenth,11238.7481247379,41373
0,UK,1994,57,3,Private rent,1,Poorest tenth,6143.44806800417,41373
0,UK,1994,57,4,Care of/rent free,1,Poorest tenth,383.359049824142,41373
0,UK,1994,58,1,Owner occupier,1,Poorest tenth,28569.951617154,52122
0,UK,1994,58,2,Social rent,1,Poorest tenth,14532.8837066429,52122
0,UK,1994,58,3,Private rent,1,Poorest tenth,8168.06438157162,52122
0,UK,1994,58,4,Care of/rent free,1,Poorest tenth,851.100294631456,52122
0,UK,1994,59,1,Owner occupier,1,Poorest tenth,34122.9643395781,57514
0,UK,1994,59,2,Social rent,1,Poorest tenth,13807.8604316477,57514
0,UK,1994,59,3,Private rent,1,Poorest tenth,8336.70097610429,57514
0,UK,1994,59,4,Care of/rent free,1,Poorest tenth,1246.47425267,57514
0,UK,1994,60,1,Owner occupier,1,Poorest tenth,30730.2267426524,46995
0,UK,1994,60,2,Social rent,1,Poorest tenth,8739.93394980221,46995
0,UK,1994,60,3,Private rent,1,Poorest tenth,6048.83031132072,46995
0,UK,1994,60,4,Care of/rent free,1,Poorest tenth,1476.00899622471,46995
0,UK,1994,61,1,Owner occupier,1,Poorest tenth,19121.1189787583,27688
0,UK,1994,61,2,Social rent,1,Poorest tenth,4695.01242999007,27688
0,UK,1994,61,3,Private rent,1,Poorest tenth,3744.0189051148,27688
0,UK,1994,61,4,Care of/rent free,1,Poorest tenth,127.849686136823,27688
0,UK,1994,62,1,Owner occupier,1,Poorest tenth,18494.8627972138,25896
0,UK,1994,62,2,Social rent,1,Poorest tenth,4177.07937850918,25896
0,UK,1994,62,3,Private rent,1,Poorest tenth,3036.81766679669,25896
0,UK,1994,62,4,Care of/rent free,1,Poorest tenth,187.240157480315,25896
0,UK,1994,63,1,Owner occupier,1,Poorest tenth,29868.4127234668,39624
0,UK,1994,63,2,Social rent,1,Poorest tenth,5302.51853990571,39624
0,UK,1994,63,3,Private rent,1,Poorest tenth,2958.78731702917,39624
0,UK,1994,63,4,Care of/rent free,1,Poorest tenth,1494.28141959831,39624
0,UK,1994,64,1,Owner occupier,1,Poorest tenth,28458.1291430984,45030
0,UK,1994,64,2,Social rent,1,Poorest tenth,10076.6546737809,45030
0,UK,1994,64,3,Private rent,1,Poorest tenth,5696.37828184874,45030
0,UK,1994,64,4,Care of/rent free,1,Poorest tenth,798.837901271956,45030
0,UK,1994,65,1,Owner occupier,1,Poorest tenth,16829.618064088,33291
0,UK,1994,65,2,Social rent,1,Poorest tenth,11142.963006998,33291
0,UK,1994,65,3,Private rent,1,Poorest tenth,4441.96442613972,33291
0,UK,1994,65,4,Care of/rent free,1,Poorest tenth,876.454502774276,33291
0,UK,1994,66,1,Owner occupier,1,Poorest tenth,10334.1019858863,18699
0,UK,1994,66,2,Social rent,1,Poorest tenth,5882.8909971169,18699
0,UK,1994,66,3,Private rent,1,Poorest tenth,1791.81198580997,18699
0,UK,1994,66,4,Care of/rent free,1,Poorest tenth,690.195031186805,18699
0,UK,1994,67,1,Owner occupier,1,Poorest tenth,10069.176113458,20734
0,UK,1994,67,2,Social rent,1,Poorest tenth,7347.98463640247,20734
0,UK,1994,67,3,Private rent,1,Poorest tenth,2748.70529912611,20734
0,UK,1994,67,4,Care of/rent free,1,Poorest tenth,568.133951013423,20734
0,UK,1994,68,1,Owner occupier,1,Poorest tenth,6589.51489962361,16294
0,UK,1994,68,2,Social rent,1,Poorest tenth,6421.68604225354,16294
0,UK,1994,68,3,Private rent,1,Poorest tenth,2604.69922628986,16294
0,UK,1994,68,4,Care of/rent free,1,Poorest tenth,678.099831832996,16294
0,UK,1994,69,1,Owner occupier,1,Poorest tenth,7533.96450437482,18888
0,UK,1994,69,2,Social rent,1,Poorest tenth,7379.05805284119,18888
0,UK,1994,69,3,Private rent,1,Poorest tenth,3226.54741869724,18888
0,UK,1994,69,4,Care of/rent free,1,Poorest tenth,748.430024086745,18888
0,UK,1994,70,1,Owner occupier,1,Poorest tenth,10951.9421841336,27429
0,UK,1994,70,2,Social rent,1,Poorest tenth,10917.0654002447,27429
0,UK,1994,70,3,Private rent,1,Poorest tenth,4147.95914856553,27429
0,UK,1994,70,4,Care of/rent free,1,Poorest tenth,1412.03326705625,27429
0,UK,1994,71,1,Owner occupier,1,Poorest tenth,13676.5940104702,28557
0,UK,1994,71,2,Social rent,1,Poorest tenth,11318.3520980526,28557
0,UK,1994,71,3,Private rent,1,Poorest tenth,2980.70993982016,28557
0,UK,1994,71,4,Care of/rent free,1,Poorest tenth,581.343951657005,28557
0,UK,1994,72,1,Owner occupier,1,Poorest tenth,9242.76242685014,22473
0,UK,1994,72,2,Social rent,1,Poorest tenth,10010.9649943211,22473
0,UK,1994,72,3,Private rent,1,Poorest tenth,2903.11444772261,22473
0,UK,1994,72,4,Care of/rent free,1,Poorest tenth,316.158131106209,22473
0,UK,1994,73,1,Owner occupier,1,Poorest tenth,11645.377133906,30681
0,UK,1994,73,2,Social rent,1,Poorest tenth,13616.4038877377,30681
0,UK,1994,73,3,Private rent,1,Poorest tenth,4645.2786182473,30681
0,UK,1994,73,4,Care of/rent free,1,Poorest tenth,773.940360109068,30681
0,UK,1994,74,1,Owner occupier,1,Poorest tenth,11620.6328480435,31847
0,UK,1994,74,2,Social rent,1,Poorest tenth,13375.2666753643,31847
0,UK,1994,74,3,Private rent,1,Poorest tenth,4641.20180410668,31847
0,UK,1994,74,4,Care of/rent free,1,Poorest tenth,2209.8986724855,31847
0,UK,1994,75,1,Owner occupier,1,Poorest tenth,10571.8266479754,26811
0,UK,1994,75,2,Social rent,1,Poorest tenth,11849.8766026326,26811
0,UK,1994,75,3,Private rent,1,Poorest tenth,3631.2063561289,26811
0,UK,1994,75,4,Care of/rent free,1,Poorest tenth,758.090393263111,26811
0,UK,1994,76,1,Owner occupier,1,Poorest tenth,7885.23353561802,17587
0,UK,1994,76,2,Social rent,1,Poorest tenth,6490.19559202407,17587
0,UK,1994,76,3,Private rent,1,Poorest tenth,2561.77818741845,17587
0,UK,1994,76,4,Care of/rent free,1,Poorest tenth,649.792684939454,17587
0,UK,1994,77,1,Owner occupier,1,Poorest tenth,5390.03814509745,15630
0,UK,1994,77,2,Social rent,1,Poorest tenth,6313.1792771462,15630
0,UK,1994,77,3,Private rent,1,Poorest tenth,3033.80313807603,15630
0,UK,1994,77,4,Care of/rent free,1,Poorest tenth,892.97943968031,15630
0,UK,1994,78,1,Owner occupier,1,Poorest tenth,6060.10018256792,15558
0,UK,1994,78,2,Social rent,1,Poorest tenth,5783.45962422995,15558
0,UK,1994,78,3,Private rent,1,Poorest tenth,3289.96328415184,15558
0,UK,1994,78,4,Care of/rent free,1,Poorest tenth,424.476909050289,15558
0,UK,1994,79,1,Owner occupier,1,Poorest tenth,11255.516423038,31315
0,UK,1994,79,2,Social rent,1,Poorest tenth,13642.50456313,31315
0,UK,1994,79,3,Private rent,1,Poorest tenth,5672.86230225044,31315
0,UK,1994,79,4,Care of/rent free,1,Poorest tenth,744.116711581551,31315
0,UK,1994,80,1,Owner occupier,1,Poorest tenth,62827.0226615679,171817
0,UK,1994,80,2,Social rent,1,Poorest tenth,75532.3831034932,171817
0,UK,1994,80,3,Private rent,1,Poorest tenth,26782.1181952487,171817
0,UK,1994,80,4,Care of/rent free,1,Poorest tenth,6675.47603969021,171817
0,UK,1995,16,1,Owner occupier,1,Poorest tenth,337.336157173756,30681
0,UK,1995,16,2,Social rent,1,Poorest tenth,2425.98912572856,30681
0,UK,1995,16,3,Private rent,1,Poorest tenth,3773.53520566394,30681
0,UK,1995,16,4,Care of/rent free,1,Poorest tenth,24144.1395114338,30681
0,UK,1995,17,1,Owner occupier,1,Poorest tenth,212.960232525281,43276
0,UK,1995,17,2,Social rent,1,Poorest tenth,5533.05721397656,43276
0,UK,1995,17,3,Private rent,1,Poorest tenth,8519.21557867655,43276
0,UK,1995,17,4,Care of/rent free,1,Poorest tenth,29010.7669748216,43276
0,UK,1995,18,1,Owner occupier,1,Poorest tenth,612.718913284572,49543
0,UK,1995,18,2,Social rent,1,Poorest tenth,8456.4340800632,49543
0,UK,1995,18,3,Private rent,1,Poorest tenth,16947.7015646741,49543
0,UK,1995,18,4,Care of/rent free,1,Poorest tenth,23526.1454419782,49543
0,UK,1995,19,1,Owner occupier,1,Poorest tenth,2277.82026687119,110787
0,UK,1995,19,2,Social rent,1,Poorest tenth,17169.0759557944,110787
0,UK,1995,19,3,Private rent,1,Poorest tenth,54798.2499203153,110787
0,UK,1995,19,4,Care of/rent free,1,Poorest tenth,36541.8538570191,110787
0,UK,1995,20,1,Owner occupier,1,Poorest tenth,2446.2293600753,107171
0,UK,1995,20,2,Social rent,1,Poorest tenth,17040.5880541187,107171
0,UK,1995,20,3,Private rent,1,Poorest tenth,64646.2614461349,107171
0,UK,1995,20,4,Care of/rent free,1,Poorest tenth,23037.9211396711,107171
0,UK,1995,21,1,Owner occupier,1,Poorest tenth,3210.73859152518,113300
0,UK,1995,21,2,Social rent,1,Poorest tenth,21682.5897493419,113300
0,UK,1995,21,3,Private rent,1,Poorest tenth,69831.6531121983,113300
0,UK,1995,21,4,Care of/rent free,1,Poorest tenth,18575.0185469346,113300
0,UK,1995,22,1,Owner occupier,1,Poorest tenth,6464.16003936322,97110
0,UK,1995,22,2,Social rent,1,Poorest tenth,26027.3003831939,97110
0,UK,1995,22,3,Private rent,1,Poorest tenth,51346.749013048,97110
0,UK,1995,22,4,Care of/rent free,1,Poorest tenth,13271.790564395,97110
0,UK,1995,23,1,Owner occupier,1,Poorest tenth,7034.05400049646,95562
0,UK,1995,23,2,Social rent,1,Poorest tenth,27416.9322760844,95562
0,UK,1995,23,3,Private rent,1,Poorest tenth,48937.0499520062,95562
0,UK,1995,23,4,Care of/rent free,1,Poorest tenth,12173.9637714129,95562
0,UK,1995,24,1,Owner occupier,1,Poorest tenth,13295.3636608726,94581
0,UK,1995,24,2,Social rent,1,Poorest tenth,32749.7069954398,94581
0,UK,1995,24,3,Private rent,1,Poorest tenth,36393.8210861588,94581
0,UK,1995,24,4,Care of/rent free,1,Poorest tenth,12142.1082575288,94581
0,UK,1995,25,1,Owner occupier,1,Poorest tenth,13898.6375249528,87115
0,UK,1995,25,2,Social rent,1,Poorest tenth,31117.502768948,87115
0,UK,1995,25,3,Private rent,1,Poorest tenth,30750.1122794144,87115
0,UK,1995,25,4,Care of/rent free,1,Poorest tenth,11348.7474266849,87115
0,UK,1995,26,1,Owner occupier,1,Poorest tenth,22052.7048347412,94100
0,UK,1995,26,2,Social rent,1,Poorest tenth,35666.3623439443,94100
0,UK,1995,26,3,Private rent,1,Poorest tenth,26240.0247955477,94100
0,UK,1995,26,4,Care of/rent free,1,Poorest tenth,10140.9080257667,94100
0,UK,1995,27,1,Owner occupier,1,Poorest tenth,23864.3716626313,95294
0,UK,1995,27,2,Social rent,1,Poorest tenth,33751.8556304963,95294
0,UK,1995,27,3,Private rent,1,Poorest tenth,28013.8509438888,95294
0,UK,1995,27,4,Care of/rent free,1,Poorest tenth,9663.92176298355,95294
0,UK,1995,28,1,Owner occupier,1,Poorest tenth,24387.6426826928,90677
0,UK,1995,28,2,Social rent,1,Poorest tenth,36493.3290250306,90677
0,UK,1995,28,3,Private rent,1,Poorest tenth,24457.3545286619,90677
0,UK,1995,28,4,Care of/rent free,1,Poorest tenth,5338.67376361467,90677
0,UK,1995,29,1,Owner occupier,1,Poorest tenth,27478.9778170545,76593
0,UK,1995,29,2,Social rent,1,Poorest tenth,25009.0301398414,76593
0,UK,1995,29,3,Private rent,1,Poorest tenth,19691.213336148,76593
0,UK,1995,29,4,Care of/rent free,1,Poorest tenth,4413.77870695612,76593
0,UK,1995,30,1,Owner occupier,1,Poorest tenth,31789.0441020062,84357
0,UK,1995,30,2,Social rent,1,Poorest tenth,30471.4577968707,84357
0,UK,1995,30,3,Private rent,1,Poorest tenth,16608.1955835936,84357
0,UK,1995,30,4,Care of/rent free,1,Poorest tenth,5488.30251752953,84357
0,UK,1995,31,1,Owner occupier,1,Poorest tenth,29921.4466049342,68423
0,UK,1995,31,2,Social rent,1,Poorest tenth,23746.7304605258,68423
0,UK,1995,31,3,Private rent,1,Poorest tenth,12489.6447774193,68423
0,UK,1995,31,4,Care of/rent free,1,Poorest tenth,2265.17815712063,68423
0,UK,1995,32,1,Owner occupier,1,Poorest tenth,36858.9208214018,88622
0,UK,1995,32,2,Social rent,1,Poorest tenth,32029.6105728716,88622
0,UK,1995,32,3,Private rent,1,Poorest tenth,16535.6513800783,88622
0,UK,1995,32,4,Care of/rent free,1,Poorest tenth,3197.81722564826,88622
0,UK,1995,33,1,Owner occupier,1,Poorest tenth,43756.0093162147,104453
0,UK,1995,33,2,Social rent,1,Poorest tenth,36972.6709515562,104453
0,UK,1995,33,3,Private rent,1,Poorest tenth,20644.1517507054,104453
0,UK,1995,33,4,Care of/rent free,1,Poorest tenth,3080.16798152367,104453
0,UK,1995,34,1,Owner occupier,1,Poorest tenth,41792.2314471507,92820
0,UK,1995,34,2,Social rent,1,Poorest tenth,33023.4439420042,92820
0,UK,1995,34,3,Private rent,1,Poorest tenth,14924.1157112558,92820
0,UK,1995,34,4,Care of/rent free,1,Poorest tenth,3080.20889958931,92820
0,UK,1995,35,1,Owner occupier,1,Poorest tenth,47838.5417887079,100351
0,UK,1995,35,2,Social rent,1,Poorest tenth,32908.0530536749,100351
0,UK,1995,35,3,Private rent,1,Poorest tenth,16299.5216966297,100351
0,UK,1995,35,4,Care of/rent free,1,Poorest tenth,3304.88346098755,100351
0,UK,1995,36,1,Owner occupier,1,Poorest tenth,36189.1671975624,78800
0,UK,1995,36,2,Social rent,1,Poorest tenth,25883.3703177931,78800
0,UK,1995,36,3,Private rent,1,Poorest tenth,14981.7171547943,78800
0,UK,1995,36,4,Care of/rent free,1,Poorest tenth,1745.74532985013,78800
0,UK,1995,37,1,Owner occupier,1,Poorest tenth,42826.8069553548,87390
0,UK,1995,37,2,Social rent,1,Poorest tenth,29369.240297733,87390
0,UK,1995,37,3,Private rent,1,Poorest tenth,14140.7651368317,87390
0,UK,1995,37,4,Care of/rent free,1,Poorest tenth,1053.18761008053,87390
0,UK,1995,38,1,Owner occupier,1,Poorest tenth,34116.2684286631,69227
0,UK,1995,38,2,Social rent,1,Poorest tenth,23565.4621599399,69227
0,UK,1995,38,3,Private rent,1,Poorest tenth,9877.98626238422,69227
0,UK,1995,38,4,Care of/rent free,1,Poorest tenth,1667.28314901269,69227
0,UK,1995,39,1,Owner occupier,1,Poorest tenth,43565.4285526351,87394
0,UK,1995,39,2,Social rent,1,Poorest tenth,29790.6539490132,87394
0,UK,1995,39,3,Private rent,1,Poorest tenth,12414.2075102159,87394
0,UK,1995,39,4,Care of/rent free,1,Poorest tenth,1623.70998813575,87394
0,UK,1995,40,1,Owner occupier,1,Poorest tenth,39492.6182561871,71673
